Date,Country,Industry_std,Sales_index
2006-09-01,United States,Supermarkets & Grocery,109.0622728374122
2006-10-01,Australia,Clothing & Footwear,75.97642282561863
2006-10-01,Australia,Department Stores,91.5408922928606
2006-10-01,Australia,Nonstore / Online,67.4849820076057
2006-10-01,Australia,Supermarkets & Grocery,65.87022209047332
2006-10-01,Great Britain,Building Materials & Garden,79.34342988081761
2006-10-01,Great Britain,Clothing & Footwear,74.99028032367086
2006-10-01,Great Britain,Department Stores,66.69178990222358
2006-10-01,Great Britain,Electronics & Appliances,94.93530102561397
2006-10-01,Great Britain,Nonstore/Online,39.47674355765247
2006-10-01,Great Britain,Supermarkets & Grocery,71.04056797494677
2006-10-01,New Zealand,Building Materials & Garden,117.4431558333431
2006-10-01,New Zealand,Clothing & Footwear,89.08906558514329
2006-10-01,New Zealand,Department Stores,86.39518429505176
2006-10-01,New Zealand,Nonstore / Online,56.47058823529413
2006-10-01,New Zealand,Supermarkets & Grocery,104.0867943219062
2006-10-01,United States,Building Materials & Garden,106.8451659801309
2006-10-01,United States,Clothing & Footwear,106.8451659801309
2006-10-01,United States,Department Stores,106.8451659801309
2006-10-01,United States,Electronics & Appliances,106.8451659801309
2006-10-01,United States,Nonstore / Online,106.8451659801309
2006-10-01,United States,Supermarkets & Grocery,106.8451659801309
2006-11-01,Australia,Clothing & Footwear,74.99033904403176
2006-11-01,Australia,Department Stores,92.07433988538376
2006-11-01,Australia,Nonstore / Online,67.89957348658294
2006-11-01,Australia,Supermarkets & Grocery,65.63071605903099
2006-11-01,Great Britain,Building Materials & Garden,78.98532685126094
2006-11-01,Great Britain,Clothing & Footwear,75.83140752
2006-11-01,Great Britain,Department Stores,65.98163182632373
2006-11-01,Great Britain,Electronics & Appliances,96.12659757240716
2006-11-01,Great Britain,Nonstore/Online,39.66719632410952
2006-11-01,Great Britain,Supermarkets & Grocery,71.22097530035437
2006-11-01,New Zealand,Building Materials & Garden,117.4431558333431
2006-11-01,New Zealand,Clothing & Footwear,89.08906558514329
2006-11-01,New Zealand,Department Stores,86.39518429505176
2006-11-01,New Zealand,Nonstore / Online,56.47058823529413
2006-11-01,New Zealand,Supermarkets & Grocery,104.0867943219062
